cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial
60040466,0001,42,1,,08,19911014,01,,,19890214,4781400,,AVENIDA,BELEM,425,,PALMEIRAS,08625230,SP,7151,,,,,,,,,
60040474,0001,99,1,,08,19930105,01,,,19890214,5611203,,RUA,DUARTE DA COSTA,168,,VILA HORTENCIA,18020280,SP,7145,,,,,,,,,
60040482,0001,35,1,BELLU'S FASHION,08,20081231,71,,,19890214,1412601,1412603,RUA,JAN DE CAPPELLE,79,,VILA CRISTINA,04193070,SP,7107,,,,,,,,,
60040490,0001,81,1,,08,19920630,01,,,19890214,5611203,,RUA,SAO PAULO,665,,CENTRO,15600001,SP,6411,,,,,,,,,
60040508,0001,45,1,,08,20081231,71,,,19890219,4729601,,RUA,PLANALTO,33,,JD.GONCALVES,08573630,SP,6563,,,,,,,,,
60040516,0001,91,1,,04,20181218,63,,,19890214,4712100,,RUA,HERMINIO PINTO,9-20,,HIGIENOPOLIS,17053460,SP,6219,,,,,,,,,
60040524,0001,38,1,,08,19930825,01,,,19890214,4712100,,RUA,CEL JOAQUIM A MARTINS,355,,CENTRO,18681090,SP,6637,,,,,,,,,
60040532,0001,84,1,BAZAR SANTA CRISTINA,08,19920724,01,,,19890214,4781400,,RUA,NEWTON PRADO,446,,CENTRO,18690000,SP,6571,,,,,,,,,
60040540,0001,20,1,,08,20150209,73,,,19890214,4530701,,RODOVIA,RAPOSO TAVARES,3000,E,RIO COTIA,06707000,SP,6361,,,,,,,,,
60040557,0001,88,1,BAR SALAMENE,08,20120515,01,,,19890214,4712100,,AVENIDA,WASHINGTON LUIZ,688,,PONTE PRETA,13043000,SP,6291,,,,,,,,,
60040565,0001,24,1,,04,20181023,63,,,19890214,4774100,,RUA,OTILIA,54,A,VILA ESPERANCA,03649000,SP,7107,,,,,,,,,
60040573,0001,70,1,BORRACHARIA MARIA MONTEIRO,08,20100617,54,,,19890214,4530701,,RUA,MARIO CARNIELLI,110,,JARDIM EULINA,13063280,SP,6291,,,,,,,,,
60040581,0001,17,1,MEDICINALLIS FARMACIA PUBLICA E DE MANIPULACAO,08,19970908,01,,,19890214,4771701,,RUA,MARECHAL DEODORO,223,,CENTRO,15840000,SP,6539,,,,,,,,,
60040599,0011,90,2,,08,20160222,01,,,20050617,4645101,,AVENIDA,AMERICO BUAIZ,501,SALA  608 E 610           EDIF  VICTORIA O. TOWER         TORRE LESTE,ENSEADA DO SUA,29050423,ES,5705,27,33495175,,,27,33495175,comercial.es@gmreis.com.br,,
60040599,0002,08,2,,08,19970606,01,,,19931018,3250703,3250704,RUA,DR.JOSE INOCENCIO CAMPO,153,SALA 21,CAMBUI,13024230,SP,6291,,,,,,,,,
60040599,0012,71,2,G M REIS,08,20141201,01,,,20060612,4645102,,RUA,CAPITAO JOSE DA LUZ,25,"SALA  501,502,503               EMP.JOAQUIM CARDOSO",ILHA DO LEITE,50070540,PE,2531,81,33270694,,,71,99516868,mc_contab@yahoo.com.br,,
60040599,0008,95,2,BIOLOGICA,08,20110621,01,,,20010808,8640299,,TRAVESSA,PEREZ Y. MARIN,81,,GUANABARA,13020250,SP,6291,,,,,,,,,
60040599,0004,61,2,,02,20051103,00,,,19980331,4645101,,AVENIDA,CRISTOVAO COLOMBO,3187,SALA  301 302 303,FLORESTA,90560005,RS,8801,51,30131305,,,19,32279353,AUDITORIA3@GMREIS.COM.BR,,
60040599,0001,19,1,,02,20051103,00,,,19890214,3250705,"7739002,3250704,4645101",AVENIDA,PIERRE SIMON DE LAPLACE,600,LOTE   3                  QUADRA F                        QUARTEIRAO 9677,TECHNO PARK,13069320,SP,6291,19,32839020,,,,,AUDITORIA3@GMREIS.COM.BR,,
60040599,0009,76,2,,08,20190204,01,,,20020410,4645101,,AVENIDA,TANCREDO NEVES,2227,EDIF  SALVADOR PRIME WORK SALA  1007 E 1008,CAMINHO DAS ARVORES,41820021,BA,3849,71,30395903,,,71,32649629,FILIALBA@GMREIS.COM.BR,,
60040599,0003,80,2,,02,20051103,00,,,19961031,4645101,,RUA,CONSELHEIRO SARAIVA,28,SALA 201,CENTRO,20091030,RJ,6001,,,,,,,,,
60040599,0010,00,2,BRASMED,08,20050906,01,,,20030603,4645101,,RUA,SERIMBURA,320,SALA 22,JD MARGARETH,12243360,SP,7099,,,,,,,,,
60040599,0005,42,2,,02,20051103,00,,,19990309,4645101,,AVENIDA,BRIG FARIA LIMA,1811,SALA  206 A 209,JARDIM PAULISTANO,01452001,SP,7107,19,32839020,,,,,AUDITORIA3@GMREIS.COM.BR,,
60040599,0006,23,2,,08,20150310,01,,,20000118,4645101,,RUA,DOUTOR ENEAS DE CARVALHO AGUIAR,121,,JARDIM AMERICA,14020130,SP,6969,,,,,,,,,
60040599,0007,04,2,GM REIS,08,20121030,01,,,20010911,4645101,,AVENIDA,SANTOS DUMONT,1343,SALA  502 / 503 -         ANDAR 5,CENTRO,60150160,CE,1389,85,32535183,,,85,32535183,regularizacao1@eldoradocontabil.com.br,,
60040599,0013,52,2,,08,20180219,01,,,20070831,4645101,,RUA,SERIMBURA,320,SALA   17                 EDIF  COLUMBIA OFFICES,JD. MARINGA,12243360,SP,7099,19,33039905,,,,,AUDITORIA3@GMREIS.COM.BR,,
60040599,0014,33,2,,08,20120307,01,,,20080116,4645101,,RUA,CORONEL JOAQUIM MANOEL,717,SALA  912                 EDIF  CENTRO ODONTOMEDICO,PETROPOLIS,59012330,RN,1761,84,32024424,84,32074793,84,32074793,CONTATO.CONTABIL@DIGIZAP.COM.BR,,
60040599,0016,03,2,BRASMED,08,20151016,01,,,20091120,4645101,,RUA,CORONEL STANLEY DA SILVEIRA,457,LOJA  02,SAO JOSE,49015400,SE,3105,79,21071900,79,81078168,,,regularizacao1@eldoradocontabil.com.br,,
60040599,0015,14,2,,02,20080724,00,,,20080724,4645101,,RUA,WANDERLEI JUNIOR,105,SALA  603                 SALA  1205,CAMPINAS,88101010,SC,8327,48,32416033,48,30474032,48,30355007,RH2@GMREIS.COM.BR,,
60040599,0019,48,2,,08,20130904,01,,,20120412,3250704,4645101,AVENIDA,PIERRE SIMON DE LAPLACE,600,LOTE   3                  QUADRA F                        QUARTEIRAO 9677,TECHNO PARK,13069320,SP,6291,19,32839026,,,,,contline@contline.cnt.br,,
60040599,0017,86,2,,08,20141212,01,,,20110223,4645101,"4618402,3250704,7020400,3312103,7739002,6810202",AVENIDA,ALCINDO CACELA,1264,SALA  406,UMARIZAL,66040020,PA,0427,91,32267455,,,91,32267455,,,
60040599,0020,81,2,,02,20140624,00,,,20140624,4645101,,AVENIDA,ANA COSTA,222,CONJ: 78; EDIF: III MILLENNIU TOWER;,VILA MATIAS,11060000,SP,7071,19,33039900,,,,,AUDITORIA3@GMREIS.COM.BR,,
60040599,0018,67,2,,02,20110510,00,,,20110510,4645101,,AVENIDA,SETE DE SETEMBRO,4848,CONJ  1101                ANDAR 11                  COND  BATEL OFFICE PLACE E,BATEL,80240000,PR,7535,19,32839020,,,41,30298488,AUDITORIA3@GMREIS.COM.BR,,
60040607,0001,27,1,BAR DO BOCHE,08,20081231,71,,,19890214,5611203,,RUA,LAZARO F PINHEIRO,434,,CENTRO,18860000,SP,7193,,,,,,,,,
60040615,0001,73,1,BAR AROEIRA,08,19900831,01,,,19890214,5611203,,AVENIDA,ZEZE VALLADAO,1058,,AROEIRA,12570000,SP,6149,,,,,,,,,
60040623,0001,10,1,,04,20181023,63,,,19890214,4712100,,RUA,SILVANO DE ALMEIDA,494,,VILA SIQUEIRA,02723110,SP,7107,,,,,,,,,
60040631,0001,66,1,,08,19980311,01,,,19890214,7490101,,RUA,BARRA DE SAO JOAO,188,,VILA MATIAS,02040070,SP,7107,,,,,,,,,
60040649,0001,68,1,RESTAURANTE E LANCHONETE CHUMBAO,08,20150209,73,,,19890214,5611201,,AVENIDA,BENTO LOPES,44,,RUBIAO JUNIOR,18603750,SP,6249,,,,,,,,,
60040656,0001,60,1,,08,20081231,71,,,19890214,4754701,,AVENIDA,JUNDIAI,248,,ANHANGABAU,13212390,SP,6619,,,,,,,,,
60040664,0001,06,1,,08,20011005,01,,,19890214,4761001,,RUA,TIRADENTES,1756,,CENTRO,14400902,SP,6425,,,,,,,,,
60040672,0001,52,1,BAR E LANCHONETE MACHADINHO,08,20081231,71,,,19890214,5611203,,RUA,CABO DIOGO OLIVER,487,,VL AVIGNON,08773000,SP,6713,,,,,,,,,
60040680,0001,07,1,BAR E MERCEARIA SANTINI,08,20081231,71,,,19890214,5611203,,RUA,MAJOR PRADO,359,,CENTRO,18690000,SP,6571,,,,,,,,,
60040698,0001,09,1,BANCA ROMAO,08,19901031,01,,,19890214,4774100,,RUA,COSME DAMIAO,74,,PONTE ALTA,12570000,SP,6149,,,,,,,,,
60040706,0001,09,1,,02,20061201,00,,,19890214,4781400,,RUA,MINAS GERAIS,170,,VILA MARIANA,18603750,SP,6249,,,,,,,,,
60040714,0001,55,1,,04,20210209,63,,,19890214,4781400,,RUA,CORONEL ANTONIO MARQUES,27,,VILA MOLICA,12512090,SP,6469,,,,,,,,,
60040722,0001,00,1,,08,20081231,71,,,19890214,4774100,,RUA,MONTE CARMELO,214,APT 03,CENTRO,12570000,SP,6149,,,,,,,,,
60040730,0001,48,1,BANCA DA FATINHA,08,20081231,71,,,19890214,4774100,,TRAVESSA,CARLOS WENDLING,126,,SANTA RITA,12570000,SP,6149,,,,,,,,,
60040748,0001,40,1,,08,20081231,71,,,19890214,4789007,,RUA,ANITA GARIBALDI,226,FUNDOS,PARQUE MARIA HELENA,08683060,SP,7151,,,,,,,,,
60040755,0001,41,1,BANCA DA HELENA,04,20190320,63,,,19890214,4789099,,RUA,BENEDITO JESUS D. FILHO,240,,SANTA LUZIA,12570000,SP,6149,,,,,,,,,
60040763,0001,98,1,CASA SAO PAULO,08,20081231,71,,,19890214,4774100,,RUA,OLIVEIRA BRAGA,233,,CENTRO,12570000,SP,6149,,,,,,,,,
60040771,0001,34,1,,08,20150209,73,,,19890214,1412601,1412603,RUA,JOSE DUARTE,90,,BARAO GERALDO,13084586,SP,6291,,,,,,,,,
60040789,0001,36,1,,08,19910630,01,,,19890214,4774100,,RUA,MARIA AMELIA BARRETO,31,,PONTE ALTA,12570000,SP,6149,,,,,,,,,
60040797,0001,82,1,,08,20081231,71,,,19890214,4774100,,RUA,JOAQUIM G.CAMPOS,96,,JARDIM PARAIBA,12570000,SP,6149,,,,,,,,,
60040805,0001,90,1,,08,20081231,71,,,19890214,4774100,,RUA,JOAQUINA PRADO,104,,PONTE ALTA,12570000,SP,6149,,,,,,,,,
60040813,0001,37,1,EMPRESA JORNALISTICA E EDITORA FOLHA DE SUMARE,08,20081231,71,,,19890213,5821200,,AVENIDA,JOAQUIM F GOMES,123,,JD SAO CARLOS,13171120,SP,7149,,,,,,,,,
60040821,0001,83,1,PONTO ZERO,04,20181023,63,,,19890213,1412601,"1412602,7410299",RUA,JOAO TAULER,228,,VILA NOVA,03288050,SP,7107,11,11111111,,,,,SEIXASARAUJO@UOL.COM.BR,,
60040839,0001,85,1,,08,20081231,71,,,19890213,4755501,,RUA,ARAGOIANIA,120,ALTOS,VILA BARROS,07193120,SP,6477,,,,,,,,,
60040847,0001,21,1,,08,20081231,71,,,19890213,5611203,,RUA,LAGOA PANEMA,492,,VILA GUILHERME,02051050,SP,7107,,,,,,,,,
60040854,0001,23,1,,08,20080129,01,,,19890213,8130300,,RUA,CAETANO DE CAMPOS,209,,ANTONIO ZANAGA II,13474451,SP,6131,,,,,,,,,
60040862,0001,70,1,KMD INDUSTRIA E COMERCIO DE MOVEIS,08,19901001,01,,,19890213,3101200,,AVENIDA,OTAVIO B.DE MESQUITA,1289,,TABOAO,07141310,SP,6477,,,,,,,,,
60040870,0001,16,1,BUSINESS-CONSULTORIA REPRESENTACAO COMERCIO E SERVICOS,04,20181219,63,,,19890213,4789099,,RUA,DOUTOR ARMANDO SALES DE OLIVEIRA,32,CJ.11,BOQUEIRAO,11050070,SP,7071,13,32236146,13,32236146,13,81391631,genisfontes@hotmail.com,,
60040888,0001,18,1,,08,20081231,71,,,19890213,4755501,,RUA,ALM BARROSO,313,,BRAS,08210040,SP,7107,,,,,,,,,
60040896,0001,64,1,PIT DOG LANCHES,02,20051103,00,,,19890213,5611203,,RUA,DOS ALECRINS,182,,JARDIM BOM VIVER,16370000,SP,6933,14,35411081,,,014,5411896,AGILASSESSORIACONTABIL@HOTMAIL.COM,,
60040904,0001,72,1,,04,20210305,63,,,19890213,5611203,,RUA,CONCEICAO DA BREJAUBA,35,A,JD POPULAR,03671010,SP,7107,,,,,,,,,
60040912,0001,19,1,BAR DO MACHADO,08,20100510,01,,,19890213,5611204,,RUA,VISCONDE DE CAIRU,987,,JARDIM PAULISTA,07083120,SP,6477,11,24567431,,,,,fjcontab@uol.com.br,,
60040920,0001,65,1,SANTOS MAGAZINE,08,20081231,71,,,19890213,4781400,,RUA,COR DO BOM JESUS,100,,JARDIM CENTENARIO,08210040,SP,7107,,,,,,,,,
60040938,0001,67,1,O VETERANO DA VILA,02,20051103,00,,,19890213,5611204,,RUA,ANIBAL CORREA,1984,,JARDIM PAULISTA,06447010,SP,6213,011,72940868,,,,,,,
60040946,0001,03,1,AVICOLA E QUITANDA ERICA,08,20081231,71,,,19890213,4729601,,AVENIDA,SAO JOSE,598,,VILA SAO JOSE,06283120,SP,6789,,,,,,,,,
60040953,0001,05,1,PESCADOS SIL-MAR,08,20081231,71,,,19890213,4729601,,RUA,RUI BARBOSA,262,BOX 1,CENTRO,12308520,SP,6589,,,,,,,,,
60040961,0001,51,1,,08,19910509,01,,,19890213,4789007,,RUA,VINTE E UM DE ABRIL,1284,SALA 01,BRAS,03047007,SP,7107,,,,,,,,,
60040979,0001,53,1,SAMPA REFEICOES,08,19890623,01,,,19890213,5612100,,RUA,CAJURU,936,,BELEM,08210040,SP,7107,,,,,,,,,
60040987,0001,08,1,LS MODAS,04,20210305,63,,,19890213,4781400,,RUA,BOM JESUS DA PENHA,36,,VILA MINERVA,08441330,SP,7107,11,11111111,,,,,naotem@naotem.com.br,,
60040995,0001,46,1,BAR E LANCHES DUVEIO,04,20181023,63,,,19890213,5611203,,RUA,BICUDO DE BRITO,135,,VILA GUARANI,04316060,SP,7107,,,,,,,,,
60041001,0001,06,1,ALHO RIO GRANDE,08,19910620,01,,,19890213,4633801,,RUA,JOAO MANOEL S DIAS,456,,CENTRO,15770000,SP,7199,,,,,,,,,
60041019,0001,08,1,,08,20081231,71,,,19890213,4649401,,RUA,SAO MIGUEL DOS CAMPOS,50,,VILA BARROS,07192210,SP,6477,,,,,,,,,
60041027,0001,54,1,SOUSA SOARES CONSTRUCOES,08,20170606,01,,,19890213,4120400,4299501,RUA,AUGUSTO ALMEIDA BATISTA,55,,JARDIM SAO MARCOS,06807270,SP,6401,,,,,,,,,
60041035,0001,09,1,FEIRANTE,08,20040521,01,,,19890213,4759899,,RUA,CISMAS DO DESTINO,120,LT 33 QD F,JD NOVO HORIZONTE,04856320,SP,7107,,,,,,,,,
60041043,0001,47,1,BAR E MERCEARIA H J S,04,20181004,63,,,19890213,5611203,,RUA,DIAMANTE VERDE,159,,PQ INDEPENDENCIA,05880280,SP,7107,,,,,,,,,
60041050,0001,49,1,,08,19900817,01,,,19890213,4729601,,AVENIDA,JANIO QUADROS,1207,,VILA NOVA,13190000,SP,6737,,,,,,,,,
60041068,0001,40,1,,08,20081231,71,,,19890213,5611203,,AVENIDA,GUARULHOS,148,,CENTRO,07023000,SP,6477,,,,,,,,,
60041076,0001,97,1,,08,19930625,01,,,19890213,8888888,,RUA,MAEST JOAO NUNES,111,PARTE,JARDIM GUEDALA,08210040,SP,7107,,,,,,,,,
60041084,0001,33,1,,08,20081231,71,,,19890213,8888888,,TRAVESSA,MARCILIO DIAS,6,,CENTRO,19160000,SP,6125,,,,,,,,,
60041092,0001,80,1,,08,20201016,01,,,19890213,4742300,4321500,RUA,VEREADOR ALBERTO RATTI,846,,JARDIM ROSINA,09390320,SP,6689,11,23757501,,,11,45139604,CONTABIL.CTL@GLOBO.COM,,
60041100,0001,98,1,,08,20081231,71,,,19890213,1412601,1412603,RUA,AMANDO SALES DE OLIVEIR,20,,VILA VALENCA,11380000,SP,7121,,,,,,,,,
60041118,0001,90,1,,08,19910705,01,,,19890213,4729601,,RUA,AREADO,191,APTO 14B,COHAB 5,06327170,SP,6313,,,,,,,,,
60041126,0001,36,1,,08,20081231,71,,,19890213,4781400,,RUA,REINALDO DOS SANTOS,31,,VILA IMPERIO,04407050,SP,7107,,,,,,,,,
60041134,0001,82,1,,02,20010825,00,,,19890213,4763601,,AVENIDA,SEVERINO MEIRELLES,2287,,VILA APARECIDA,13670000,SP,7051,,,,,,,,,
60041142,0001,29,1,,02,20051103,00,,,19890213,5611201,,RUA,CEL FRANCISCO A COUTINH,119,,CAMBUI,13025190,SP,6291,,,,,,,,,
60041159,0001,86,1,LAERCIO BAR,08,20081231,71,,,19890213,5611203,,AVENIDA,MOISES MAIMONIDES,35,VILA PROGRESSO,ITAQUERA,08240590,SP,7107,,,,,,,,,
60041167,0001,22,1,KHROMUS JORNAIS E REVISTAS,08,20180629,01,,,19890213,4761002,"4721104,4723700,4762800",RUA,RANGEL PESTANA,870,,CENTRO,13400385,SP,6875,19,34351495,,,,,donimarc@terra.com.br,,
60041175,0001,79,1,,08,19891120,01,,,19890213,5611203,,RUA,DAS AZALEAS,370,,CIDADE JARDIM,13467120,SP,6131,,,,,,,,,
60041183,0001,15,1,,08,20081231,71,,,19890213,4120400,4299501,AVENIDA,ITALO ADAMI,439,,ESTACAO,08574020,SP,6563,,,,,,,,,
60041191,0001,61,1,,08,19900731,01,,,19890213,4713004,,RUA,PROF ANTONIO P JESUS,61,,ESPL.DOS BARREIROS,11330790,SP,7121,,,,,,,,,
60041209,0001,25,1,,08,20081231,71,,,19890213,7490101,,RUA,CAP LEOVIGILDO S G REIS,222,,PLANALTO PAULISTA,04069030,SP,7107,,,,,,,,,
60041217,0001,71,1,,08,20050804,01,,,19890213,4530703,,RUA,JACINTO SCAGLIONE,406,,JARDIM PERIS,13835000,SP,6345,,,,,,,,,
60041225,0001,18,1,TRACAMOTO,02,20041023,00,,,19890213,4530703,,RUA,14 DE JULHO,1179,,VILA CONRADO,13870672,SP,7083,019,6234144,,,019,6234144,riobranco@rantac.com.br,,
60041233,0001,64,1,,04,20210413,63,,,19890213,4729699,,RUA,C,111,,STA CLARA,11435030,SP,6475,,,,,,,,,
60041241,0001,00,1,,08,20081231,71,,,19890213,4781400,,AVENIDA,BANDEIRANTES,421,,JD BANDEIRANTES,18134220,SP,7113,,,,,,,,,
60041258,0001,68,1,,08,20150209,73,,,19890213,1412601,1412603,,TV FAUSTO TOLEDO,12,,LAUZZANE PAULISTA,02469002,SP,7107,,,,,,,,,
60041266,0001,04,1,,08,20081231,71,,,19890213,4712100,,RUA,SOLAR DOS PINHEIROS,424,,VILA INDUSTRIAL,03254190,SP,7107,,,,,,,,,
60041274,0001,50,1,,03,20101103,21,,,19890213,4729601,,RUA,FRANCISCO F ALVES,20,,CENTRO,13835000,SP,6345,,,,,,,,,
60041282,0001,05,1,,02,20050730,00,,,19890213,2950600,,RUA,HOMERO F DE CAMARGO,159,,JARDIM SAO PEDRO,13046580,SP,6291,19,32792099,,,,,MARILDAGIANONI@TERRA.COM.BR,,
60041290,0001,43,1,,08,20081231,71,,,19890214,4774100,,RODOVIA,SP 305,S/N,KM 14 + 900 METROS,INDUSTRIAL,15910000,SP,6727,,,,,,,,,
60041308,0001,07,1,,08,19890214,09,,,19890214,4744001,,AVENIDA,DR JANUARIO MIRAGLIA,2175,,VL ABERNESSIA,12460000,SP,6295,,,,,,,,,
60041316,0001,53,1,CASA DE MOVEIS CIDADE SONHO,08,20081231,71,,,19890214,4754701,,RUA,RUI BARBOSA,472,,CENTRO,15910000,SP,6727,,,,,,,,,
60041324,0001,08,1,,08,19920717,01,,,19890214,8888888,,RUA,VINTE E QUATRO DE MAIO,35,14 AND CJ 1411,CENTRO,01041000,SP,7107,,,,,,,,,
60041332,0004,99,2,,08,20040708,01,,,20010330,1099699,1096100,RODOVIA,COMANDANTE JOAO RIBEIRO DE BARROS,KM 443,+ 600 METROS,JARDIM NACIONAL,17525320,SP,6681,,,,,,,,,
60041332,0001,46,1,,08,20150209,73,,,19890214,1099699,1096100,RODOVIA,COMANDANTE JOAO RIBEIRO DE BARROS,KM 443,+ 600 METROS,PQE. DAS INDUSTRIAS,17519780,SP,6681,,,,,,,,,
60041332,0003,08,2,,08,20020214,01,,,19980928,1099601,,RUA,ALCIDES NUNES,1380,,JOQUEI CLUBE,17520010,SP,6681,014,4272555,,,014,4272555,,,
60041332,0005,70,2,,08,20010914,01,,,20000418,1099699,1096100,RODOVIA,COM. JOAO RIBEIRO DE BARROS KM 443,S/N,600 METROS,JD NACIONAL,17525320,SP,6681,,,,,,,,,
60041332,0006,50,2,,08,20150209,73,,,20050218,1099699,1096100,AVENIDA,SILVIO BERTONHA,825,,PQE. DAS INDUSTRIAS,17519900,SP,6681,,,,,,,,,
60041332,0002,27,2,,08,20020214,01,,,19970702,1099699,1096100,AVENIDA,SYLVIO BERTONHA,825,,PQUE.DAS INDUSTRIAS,17519690,SP,6681,014,4272555,,,014,4272555,yanks@yanks.com.br,,
60041340,0001,92,1,FAMART,08,19930217,02,,,19890213,8888888,,,LOC. ESTR.V.FRANCA/BATATAIS,2600,,MORADA DO VERDE,14400902,SP,6425,,,,,,,,,
60041340,0002,73,2,FAMART,08,19910730,01,,,19900815,8888888,,RUA,CASA DO ATOR,303309,PARTE,VILA OLIMPIA,04546000,SP,7107,,,,,,,,,
60041357,0001,40,1,,08,20040601,01,,,19890214,4511102,,AVENIDA,FRANCISCO PAGLIATO,511,,APARECIDA S MANUEL,18650000,SP,7103,,,,,,,,,
60041365,0001,96,1,,02,20051103,00,,,19890213,4120400,4299501,RUA,LICIO MARCONDES DO AMARAL,172,APTO 22,VILA PROGREDIOR,05616100,SP,7107,,,,,,,,,
60041373,0001,32,1,,08,20150209,73,,,19890214,4664800,,TRAVESSA,ANEIS DE SATURNO,177,,PQ RESID COCAIA,04849013,SP,7107,,,,,,,,,
60041381,0001,89,1,,08,20081231,71,,,19890213,4530701,,AVENIDA,BARAO DE MAUA,1037,,CENTRO,09320130,SP,6689,,,,,,,,,
60041399,0001,80,1,,08,20081231,71,,,19890214,5611203,,RUA,FRADIQUE COUTINHO,1002,,PINHEIROS,05416001,SP,7107,,,,,,,,,
60041407,0001,99,1,,08,20081231,71,,,19890213,4774100,,RUA,BORBA GATO,55,,CENTRO,07400015,SP,6177,,,,,,,,,
60041415,0001,35,1,,08,20081231,71,,,19890214,4744001,,RUA,IVAN COSTA,284,,JD MOURISCO,12061163,SP,7183,,,,,,,,,
60041423,0001,81,1,,08,20081231,71,,,19890213,7810800,7830200,RUA,CARVALHO DE SOUZA,237,SALA 501,MADUREIRA,21350180,RJ,6001,,,,,,,,,
60041423,0004,24,2,,08,20081231,71,,,19911004,7810800,7830200,RUA,MARIA FREITAS,96,SALA 302,MADUREIRA,21351010,RJ,6001,,,,,,,,,
60041423,0006,96,2,,08,20081231,71,,,19921207,7810800,7830200,RUA,BARAO DE ITAPETININGA,140,LOJA 01 TERREO,CENTRO,01042906,SP,7107,,,,,,,,,
60041423,0007,77,2,,08,20081231,71,,,19940713,7810800,7830200,PRACA,JOSE REZENDE PAIVA,100,SALA 14,CENTRO,37002030,MG,5413,,,,,,,,,
60041423,0008,58,2,,08,20081231,71,,,19940713,7810800,7830200,AVENIDA,PAES,35,,BAIRRO MARTINS,38401730,MG,5403,,,,,,,,,
60041423,0005,05,2,,08,20081231,71,,,19921207,7810800,7830200,RUA,MARECHAL DEODORO,134,,CENTRO,12500210,SP,6469,,,,,,,,,
60041423,0002,62,2,,08,20081231,71,,,19901113,7810800,7830200,AVENIDA,ALMIRANTE BARROSO,91,CONJS 804 A 807,CENTRO,20031003,RJ,6001,,,,,,,,,
60041423,0003,43,2,,08,20081231,71,,,19901220,7810800,7830200,RUA,HERCULANO COBRA,80,CJ 04,CENTRO,37550001,MG,5049,,,,,,,,,
60041431,0001,28,1,SEGANO MATERIAIS PARA CONSTRUCAO,04,20210413,63,,,19890214,4744099,4679699,AVENIDA,PROFESSOR OLAVO PAULA BORGES,110,,TUDE BASTOS,11725410,SP,6921,13,34911773,13,34911773,13,34911773,sandra.fernandes22@hotmail.com,,
60041449,0001,20,1,,04,20190104,63,,,19890213,4789007,,RUA,PEDRO JOSE PAPAIZ,125,,JDIM SANTA HELENA,08674290,SP,7151,,,,,,,,,
60041456,0001,21,1,,08,20081231,71,,,19890214,4774100,,RUA,MARIA AMALIA L AZEVEDO,2967,,VILA ALBERTINA,02350002,SP,7107,,,,,,,,,
60041464,0001,78,1,,08,20081231,71,,,19890213,4744001,,RUA,ANGELO TREVELIN,291,,JARDIM PLANALTO,17523410,SP,6681,,,,,,,,,
60041472,0001,14,1,,08,20170717,01,,,19890214,4712100,,RUA,FRANCISCO GIONGO,253,,VILA DAINESE,13469220,SP,6131,,,,,,,,,
60041480,0001,60,1,,08,19900131,01,,,19890213,4781400,,RUA,ACRE,618,,IPIRANGA,14055660,SP,6969,,,,,,,,,
60041498,0001,62,1,,08,19970630,01,,,19890214,2330301,,RUA,NERI DE BARCELOS,270,,JARDIM MARINGA,03523020,SP,7107,,,,,,,,,
60041506,0001,70,1,,08,20120223,01,,,19890213,4669999,,RUA,CATIGUA,260,SALA A,VILA CELSO MOUAD,15809190,SP,6323,,,,,,,,,
60041514,0001,17,1,E.L.T. LOGISTICA E TRANSPORTES,08,20160614,01,,,19890214,4930202,,AVENIDA,BRASIL,709,,JARDIM SIESTA,12321060,SP,6589,,,,,,,,,
60041522,0001,63,1,,08,19940630,01,,,19890213,2949299,,RUA,FENICIA,352,,PARQUE N.ORATORIO,09260230,SP,7057,,,,,,,,,
60041530,0001,00,1,,04,20181214,63,,,19890214,4789099,,RUA,GRACA ARANHA,682,,VILA VIRGINIA,14030230,SP,6969,,,,,,,,,
60041548,0001,01,1,,04,20181004,63,,,19890213,4649401,,RUA,JOAQUIM NABUCO,67,C 12 S 2,BRAS,03050020,SP,7107,,,,,,,,,
60041555,0001,03,1,,08,19900503,01,,,19890214,5611203,,AVENIDA,LUIS PEREIRA BARRETO,821,,JARDIM BANDEIRANTE,16058703,SP,6155,,,,,,,,,
60041563,0001,50,1,,08,19931119,01,,,19890213,5611203,,AVENIDA,CHIBARAS,275,,INDIANOPOLIS,04076000,SP,7107,,,,,,,,,
60041571,0001,04,1,,08,20081231,71,,,19890214,5611203,,RUA,RODOLFO BERNADELLI,81,"""""""C""""""",VILA PRIMAVERA,03388120,SP,7107,,,,,,,,,
60041589,0001,06,1,,02,20050806,00,,,19890213,8219999,,RUA,HERCULANO DUARTE,289,,V FORMOSA,03380250,SP,7107,,,,,,,,,
60041597,0001,44,1,SANTA MARIA CAFE E CEREAIS,08,19901201,01,,,19890214,8888888,,AVENIDA,AGUA VERMELHA,1610,CESP,JARDIM IPANEMA,15600001,SP,6411,,,,,,,,,
60041605,0001,52,1,,08,19900416,01,,,19890213,4754701,,AVENIDA,GAL PEDRO PINHO,40,44,VILA IZABEL,06093080,SP,6789,,,,,,,,,
